lon,lat,sst,type
-54.5706,-47.7934,279.32,train
-54.3405,-49.7262,278.25,train
-51.7139,-36.0291,292.36,train
-54.9446,-42.2929,281.25,train
-55.8982,-39.2386,282.73,train
-57.6405,-49.8676,279.47,train
-51.4851,-46.8338,281.26,train
-59.1341,-47.3708,278.67,train
-57.2129,-46.9317,279.94,train
-56.3167,-47.8064,279.22,train
-53.1929,-45.0931,281.75,train
-50.0113,-36.3836,288.7,train
-52.1145,-43.1569,286.28,train
-56.7593,-45.0771,281.26,train
-58.3198,-49.1389,278.82,train
-58.8867,-45.3642,278.97,train
-51.5904,-35.8659,292.36,train
-57.4425,-49.1325,278.91,train
-55.2379,-38.324,281.61,train
-58.6065,-41.6285,282.6,train
-57.5353,-46.4988,280.47,train
-50.4056,-48.9136,277.91,train
-55.7568,-47.3875,278.63,train
-53.8121,-38.631,288.35,train
-54.4764,-48.0538,278.47,train
-56.5297,-37.8543,285.42,train
-53.357,-37.7811,291.11,train
-54.5657,-47.1915,284.69,train
-56.3056,-43.7247,283.16,train
-58.2117,-44.1415,280.32,train
-49.4201,-35.2667,294.27,train
-49.1691,-36.6109,288.78,train
-52.3951,-46.7019,283.5,train
-55.3754,-45.7774,280.29,train
-57.5498,-44.6359,281.08,train
-57.6874,-38.3745,285.76,train
-55.0307,-40.9902,281.22,train
-51.0762,-47.2183,282.16,train
-54.2392,-37.8446,287.88,train
-55.3035,-42.6799,280.95,train
-53.3463,-39.1542,291.66,train
-55.7555,-45.9896,279.89,train
-56.3662,-42.1398,281.11,train
-57.2265,-38.2071,285.55,train
-48.6029,-36.161,290.82,train
-58.7086,-48.7743,278.72,train
-57.5355,-43.6303,280.95,train
-53.2595,-48.1854,285.91,train
-52.375,-49.656,278.54,train
-59.936,-39.0503,286.17,train
-57.2973,-47.6035,279.94,train
-57.5199,-49.0707,278.85,train
-55.2755,-39.9364,280.26,train
-58.465,-48.4929,279.41,train
-50.0735,-45.1961,283.11,train
-54.1514,-49.1311,277.94,train
-58.0516,-46.8356,279.38,train
-55.4067,-44.6113,281.98,train
-52.4495,-36.9379,291.6,train
-56.8675,-40.6358,281.07,train
-55.3661,-40.0609,279.94,train
-53.8834,-46.7252,280.82,train
-59.714,-44.2566,280.19,train
-54.4943,-48.9618,278.22,train
-59.1277,-46.5864,278.67,train
-55.2766,-49.4459,278.72,train
-58.2756,-43.2375,279.72,train
-53.6541,-37.3393,292.22,train
-53.3938,-46.4041,280.75,train
-57.5345,-47.7632,278.29,train
-59.8537,-47.5595,278.83,train
-53.8373,-47.5822,284.67,train
-56.9933,-41.6269,279.72,train
-58.9209,-48.8156,278.82,train
-48.4732,-35.0757,290.35,train
-55.1158,-40.1746,281.05,train
-50.132,-36.2665,288.27,train
-54.9349,-44.7406,281.5,train
-50.0272,-46.0122,282.44,train
-56.3231,-37.841,284.72,train
-55.2005,-47.6365,278.77,train
-53.2747,-40.1415,292.78,train
-48.3136,-46.5191,283.03,train
-49.181,-44.7113,283.86,train
-56.229,-46.6525,280.35,train
-56.1726,-44.8668,281.95,train
-57.0917,-45.5576,281.1,train
-58.3601,-45.9154,278.5,train
-59.9894,-43.8618,280.69,train
-55.3771,-46.5997,279.69,train
-53.0734,-38.9801,291.61,train
-51.1911,-42.9442,284.75,train
-51.8268,-47.454,281.75,train
-53.0901,-36.7596,291.8,train
-56.7761,-44.3952,281.32,train
-57.6047,-43.6104,280.98,train
-53.128,-47.164,281.72,train
-55.8028,-48.2254,278.22,train
-54.5,-49.7211,278.72,train
-57.0552,-38.8267,284.36,train
-53.3798,-37.1005,291.79,train
-57.5735,-49.5462,279.32,train
-56.9076,-38.4959,284.38,train
-55.4241,-48.4968,278.01,train
-51.777,-37.9731,289.63,train
-58.2314,-40.4702,282.53,train
-56.8828,-41.3841,279.85,train
-58.1845,-39.3418,283.95,train
-59.5684,-48.0169,279.01,train
-51.7464,-39.5908,288.85,train
-57.4171,-39.6413,283.35,train
-59.6862,-45.8777,279.25,train
-51.7563,-38.2202,289.88,train
-52.5706,-35.1836,291,train
-55.83,-49.2796,278.75,train
-57.9185,-40.8912,282.2,train
-52.7502,-35.7088,290.54,train
-58.9965,-44.2977,279.86,train
-58.5348,-48.8829,278.91,train
-58.2237,-47.3515,278.58,train
-54.9484,-46.0022,280.54,train
-53.9059,-47.5231,284.6,train
-52.9122,-38.4498,291.45,train
-48.8521,-35.1703,292.44,train
-50.2633,-46.7661,283.38,train
-52.5829,-49.6348,277.77,train
-54.4492,-49.2771,278.41,train
-58.4236,-39.3252,284.1,train
-56.7666,-46.7678,280.44,train
-56.611,-47.2201,280.47,train
-54.3826,-38.3784,290.2,train
-50.6736,-36.4714,291.19,train
-58.2143,-46.4297,277.97,train
-52.9205,-46.9877,281.55,train
-48.2078,-36.5097,290.91,train
-57.6303,-46.7227,280.27,train
-51.1579,-42.1709,282.55,train
-59.2709,-44.5486,279.52,train
-54.6776,-36.1108,290.36,train
-57.9727,-39.3531,283.89,train
-57.1479,-46.9808,280.52,train
-51.3701,-42.7696,284.6,train
-53.581,-39.1701,291.07,train
-58.6761,-48.3336,278.72,train
-59.7548,-45.1654,279.29,train
-56.134,-48.5333,278.33,train
-58.1498,-42.74,279.54,train
-53.3532,-47.9569,285.47,train
-56.1757,-37.9925,284.44,train
-53.1644,-45.1275,281.5,train
-56.9992,-44.9518,280.83,train
-55.3982,-45.2923,280.23,train
-55.2653,-42.103,280.89,train
-58.4311,-44.7875,280.41,train
-56.9592,-41.8668,279.85,train
-48.6441,-35.574,292.47,train
-58.9408,-49.1272,278.97,train
-58.4639,-48.5975,278.75,train
-51.9989,-37.3919,291.33,train
-54.3808,-38.3717,290.11,train
-59.929,-43.9847,280.17,train
-57.6629,-42.8175,279.54,train
-54.3797,-49.7197,278.69,train
-48.0196,-44.1553,282.55,train
-49.8762,-46.4885,281.88,train
-58.3015,-43.0105,279.66,train
-58.7054,-48.8533,279.41,train
-54.7415,-44.8351,280.25,train
-58.1355,-44.7268,280.69,train
-57.7019,-45.2058,280.44,train
-55.5086,-48.4872,278.38,train
-53.2392,-48.0022,285.11,train
-54.6666,-49.5459,278.82,train
-49.9595,-37.474,290.91,train
-52.2778,-36.861,292.6,train
-59.968,-43.4166,281.05,train
-52.6665,-48.9764,278.19,train
-59.7856,-38.9398,286.54,train
-49.4246,-38.0668,291.2,train
-55.9931,-38.1871,283.92,train
-59.9635,-48.3769,279.08,train
-51.6929,-35.977,292.47,train
-56.4041,-44.4637,281.13,train
-55.6365,-45.1132,281.23,train
-53.8401,-48.0589,283.04,train
-53.4921,-44.5903,281.25,train
-55.5609,-47.2278,278.29,train
-54.7189,-48.696,278.19,train
-56.6173,-48.8745,278.85,train
-54.4578,-47.1879,284.75,train
-58.7852,-44.4328,279.94,train
-55.2331,-46.7831,279.13,train
-58.7027,-47.5739,278.02,train
-49.8743,-45.7841,282.44,train
-56.1919,-48.2188,278.33,train
-59.7036,-45.0786,279.7,train
-59.7199,-49.253,279.11,train
-51.75,-49.8923,277.91,train
-57.5164,-49.2379,279.26,train
-56.759,-42.7495,279.91,train
-49.1054,-38.0439,290.32,train
-49.1122,-36.2739,290.16,train
-57.2278,-49.6988,279.44,train
-58.7796,-45.0084,278.79,train
-52.7062,-49.724,276.32,train
-59.0151,-42.1064,282.13,train
-57.2727,-49.8569,278.67,train
-54.7812,-48.3231,278.41,train
-54.1639,-38.8504,289.48,train
-55.4439,-47.6894,278.76,train
-48.5006,-36.5112,291.22,train
-51.919,-48.7956,279.98,train
-59.0899,-48.9409,278.88,train
-56.7135,-44.0172,280.98,train
-58.3596,-47.8093,278.29,train
-54.7036,-47.0705,284.25,train
-54.4239,-41.8445,289.44,train
-53.3567,-38.9632,291.73,train
-58.8078,-44.6378,279.55,train
-53.9506,-48.648,278.54,train
-55.6182,-40.9817,281.32,train
-48.0591,-36.1268,291.38,train
-50.5956,-45.9587,282.44,train
-54.5384,-49.1955,278.1,train
-53.5058,-46.0325,281.72,train
-59.3429,-43.1658,280.27,train
-51.6629,-38.3069,290.23,train
-53.2739,-48.3617,282.66,train
-57.2727,-45.8231,280.57,train
-53.1935,-48.2212,286.02,train
-58.9504,-46.9792,278.72,train
-54.3441,-49.5524,278.6,train
-54.8681,-41.5364,280.57,train
-48.9142,-37.1948,288.8,train
-52.9529,-46.0835,280.57,train
-54.5635,-42.488,284.48,train
-57.7339,-39.3607,283.75,train
-53.2232,-48.5981,278.88,train
-52.1835,-47.5534,281.88,train
-52.091,-38.3935,292.32,train
-53.8918,-35.4999,289.54,train
-55.1988,-45.1531,279.76,train
-54.2878,-47.9544,279.75,train
-53.2225,-49.7476,278.13,train
-52.4544,-37.6473,291.11,train
-57.078,-42.6545,281.3,train
-51.6186,-36.591,292.5,train
-55.3073,-46.2699,280.54,train
-58.5896,-48.0423,279.19,train
-55.9899,-49.4283,278.7,train
-53.9137,-40.5208,289.98,train
-54.5805,-49.3048,278.35,train
-49.7773,-37.8428,288.91,train
-55.7933,-49.6754,278.72,train
-53.4214,-38.1588,292.41,train
-51.6674,-48.6895,280.19,train
-48.2088,-36.4567,290.27,train
-56.5745,-49.4778,279.04,train
-54.7906,-46.3542,281.13,train
-55.1588,-40.417,281.35,train
-55.4201,-38.4867,281.97,train
-55.7756,-40.6581,279.82,train
-56.7537,-47.1194,280.54,train
-51.5307,-49.9531,277.85,train
-51.5779,-44.2674,282.05,train
-58.0645,-49.1102,279.5,train
-57.2852,-43.4785,281.11,train
-48.4483,-35.7462,292.92,train
-51.4347,-43.9337,281.85,train
-58.4987,-45.9922,278.51,train
-57.6061,-45.254,280.55,train
-56.1456,-42.1855,282.86,train
-54.8181,-40.9172,281.23,train
-54.3333,-48.8135,278.19,train
-55.5674,-47.6179,278.73,train
-54.56,-42.0331,287.73,train
-55.9697,-39.2402,282.91,train
-53.8672,-44.3519,281.36,train
-52.8386,-48.9886,277.92,train
-55.6071,-48.6768,278.85,train
-58.7257,-46.4918,279.32,train
-54.5933,-48.069,278.29,train
-50.82,-46.5702,280.72,train
-54.8371,-46.5325,282.47,train
-56.3161,-48.0511,278.97,train
-50.9836,-44.0453,283.33,train
-59.044,-46.103,278.6,train
-52.983,-49.8807,277.66,train
-59.5582,-40.8699,283.22,train
-57.7638,-42.4558,279.48,train
-56.6998,-48.3031,279.16,train
-57.0228,-49.7295,279.3,train
-48.0617,-36.2511,290.52,train
-54.3566,-48.5061,277.72,train
-57.2485,-48.6658,279.33,train
-54.0065,-48.3165,278.47,train
-50.2848,-35.6563,291.38,train
-56.1455,-47.6375,278.7,train
-56.1241,-38.9497,283.3,train
-53.1734,-37.4597,291.5,train
-53.4857,-47.5346,283.53,train
-59.2663,-48.7405,280.04,train
-58.2574,-39.7591,283.38,train
-55.3852,-39.0691,281.11,train
-53.0829,-47.1836,282,train
-52.8809,-49.0322,277.77,train
-59.2423,-43.3037,280.45,train
-50.3712,-36.6583,291.14,train
-50.0888,-40.9103,288.76,train
-53.5198,-44.654,281.66,train
-59.1266,-47.0564,278.7,train
-58.1295,-48.2118,279.29,train
-53.2252,-37.606,291.52,train
-59.2759,-42.6513,281.67,train
-55.9276,-46.5249,279.29,train
-53.2013,-39.8807,292.25,train
-52.0394,-49.0035,278.8,train
-59.3138,-45.4268,279.29,train
-55.2218,-47.1782,279.33,train
-49.3373,-43.0157,287.28,train
-57.2803,-49.1049,279.38,train
-57.5315,-44.9527,281,train
-56.9587,-49.1523,279.35,train
-49.2912,-35.626,293.73,train
-53.7421,-46.3577,281.52,train
-55.7165,-47.7887,279.04,train
-55.3746,-39.2796,281.02,train
-55.0361,-39.0708,280.82,train
-57.8838,-40.8903,282.01,train
-52.9464,-46.2081,280.51,train
-52.3774,-36.6633,292.55,train
-52.7616,-49.0905,277.98,train
-58.9214,-46.463,278.66,train
-49.7751,-45.4368,283.51,train
-57.7609,-42.8138,279.63,train
-56.6093,-48.4144,279,train
-54.2346,-37.3013,286.52,train
-52.3796,-47.0107,280.82,train
-55.3581,-47.2399,279.11,train
-57.5109,-44.9324,281.5,train
-49.3269,-42.8877,287.91,train
-57.4284,-45.4058,281.04,train
-55.7165,-47.5375,278.07,train
-56.5048,-41.3073,279.73,train
-50.0414,-36.0848,288.69,train
-57.4432,-39.2997,283.85,train
-50.6762,-43.0336,287.16,train
-53.4271,-40.03,292.1,train
-56.1162,-47.3151,279.7,train
-50.483,-42.5637,287.33,train
-53.6073,-35.4993,289.8,train
-49.4922,-37.614,291.36,train
-56.3162,-48.456,278.85,train
-53.4697,-37.941,291.44,train
-51.1027,-41.6829,283,train
-57.1511,-48.8133,278.92,train
-54.4452,-44.9119,280.75,train
-52.5857,-36.2779,291.88,train
-55.4229,-38.2033,282.16,train
-59.5302,-44.9534,279.42,train
-59.082,-46.6021,278.6,train
-56.601,-44.0862,280.64,train
-57.9715,-40.9601,282.16,train
-51.909,-47.5251,281.78,train
-54.4277,-37.1729,288,train
-57.6921,-43.0096,280.26,train
-53.5958,-45.7658,281.83,train
-53.9384,-36.1518,288.08,train
-48.2187,-46.5913,282.94,train
-54.1314,-38.0768,288.04,train
-57.57,-47.9914,278.86,train
-54.1314,-41.8654,288.88,train
-58.4034,-48.2262,278.54,train
-57.3015,-43.7753,280.8,train
-55.5916,-40.2752,279.94,train
-59.6156,-44.3139,279.89,train
-48.1981,-36.9621,291.75,train
-58.0485,-41.29,282,train
-51.7957,-42.8471,284.17,train
-56.7625,-41.2968,279.6,train
-52.7234,-48.6759,279.91,train
-55.8718,-44.0842,285.19,train
-58.4763,-43.3742,279.69,train
-56.5122,-45.1192,281.25,train
-51.5121,-47.1516,280.85,train
-48.4544,-37.5736,288.45,train
-54.9963,-49.8399,278.54,train
-57.0777,-37.994,285.75,train
-58.288,-41.1746,282.69,train
-58.4591,-41.4223,282.16,train
-53.9153,-49.3279,277.72,train
-59.0598,-44.2044,279.72,train
-56.4521,-49.307,278.82,train
-58.6429,-38.7395,285.69,train
-56.7322,-49.7619,278.54,train
-53.015,-45.5458,281.72,train
-56.7056,-48.6243,279.1,train
-50.3348,-36.5472,290.61,train
-56.1156,-44.8533,281.86,train
-59.6926,-42.5106,282.32,train
-58.0744,-47.491,279.47,train
-54.912,-44.5411,283.03,train
-56.2513,-40.5588,279.95,train
-56.269,-38.0328,284.51,train
-48.4648,-38.1,292.07,train
-57.7541,-49.6369,279.41,train
-54.5303,-37.574,290.11,train
-59.3653,-44.89,279.66,train
-50.6599,-46.5592,280.57,train
-59.1491,-48.51,279.6,train
-55.4416,-46.0876,280,train
-59.0134,-45.3197,279.1,train
-56.1979,-42.5492,280.72,train
-58.7128,-49.1291,279.32,train
-58.7391,-46.3358,279.33,train
-59.1509,-48.4087,278.95,train
-53.6002,-35.3563,289.75,train
-55.9916,-39.469,281.79,train
-54.8025,-49.84,278.41,train
-59.3006,-45.8494,278.76,train
-50.6695,-46.8924,281.89,train
-48.829,-36.1759,293.19,train
-58.0671,-48.9625,278.73,train
-55.5077,-42.3754,280.91,train
-58.2787,-47.349,278.5,train
-58.8732,-42.796,279.94,train
-54.4154,-37.421,289.72,train
-56.1967,-49.2553,278.66,train
-57.0523,-49.9445,278.91,train
-58.7242,-45.86,279.57,train
-52.715,-36.691,292.5,train
-54.4696,-49.4155,278.47,train
-53.4387,-35.1276,290.33,train
-57.7338,-47.9625,278.07,train
-56.1269,-48.6828,278.79,train
-59.0117,-44.5145,279.45,train
-57.9843,-48.3439,278.6,train
-54.4752,-45.2382,283.13,train
-55.3733,-49.6331,278.7,train
-52.9539,-46.4414,280.38,train
-57.3592,-47.6512,278.44,train
-57.9778,-43.7026,280.16,train
-58.3486,-42.6743,279.98,train
-53.7315,-39.7441,290.83,train
-56.9463,-44.7139,280.55,train
-52.0397,-38.2096,289.63,train
-51.9548,-46.957,280.98,train
-56.949,-44.9041,281.35,train
-57.8878,-43.6459,281.17,train
-54.8004,-46.7466,282.29,train
-51.2619,-37.9119,289.35,train
-52.7909,-48.203,285.52,train
-55.5414,-44.3266,285.1,train
-51.6445,-48.8904,278.69,train
-54.3797,-47.6282,282.91,train
-59.9386,-44.137,280.33,train
-51.803,-47.0262,280.89,train
-50.0261,-46.381,282.07,train
-55.2158,-45.9926,280.32,train
-55.0911,-49.1029,278.45,train
-49.9659,-43.1947,288.36,train
-58.3102,-47.8725,277.94,train
-49.9081,-43.0562,288.03,train
-57.3618,-44.2099,281.1,train
-55.5812,-39.3971,281.08,train
-58.523,-47.1684,279.19,train
-58.3846,-48.01,278.6,train
-51.384,-36.482,292.11,train
-50.3063,-37.0474,292.02,train
-57.9384,-44.0829,281.16,train
-53.632,-46.7804,280.47,train
-55.9962,-37.9817,284.16,train
-55.4145,-47.7543,278.08,train
-54.6444,-46.9324,284.5,train
-52.5427,-36.7944,292.39,train
-51.7741,-49.6311,277.95,train
-57.1015,-44.3113,281.52,train
-53.2367,-45.3331,281.78,train
-57.4034,-39.0119,284.26,train
-48.1691,-46.5814,283.14,train
-52.4304,-49.0206,278.41,train
-52.5591,-48.4952,282.25,train
-58.1318,-49.3918,279.5,train
-55.5846,-44.2882,283.85,train
-48.681,-37.356,288.52,train
-58.2683,-48.736,279.48,train
-59.2924,-49.2591,279.52,train
-59.0008,-48.8383,279.89,train
-48.776,-44.3715,282.86,train
-51.2022,-36.3497,292.6,train
-55.3854,-37.5338,284,train
-59.3539,-49.4365,278.98,train
-56.9746,-38.0218,285.5,train
-57.7513,-48.5988,279.14,train
-59.1574,-40.5819,283.1,train
-50.0522,-45.2565,284.01,train
-58.3903,-49.7425,279.5,train
-54.7633,-39.269,280.82,train
-58.1207,-49.0442,279.32,train
-53.1748,-39.2552,291.63,train
-52.161,-44.268,281.85,train
-48.6074,-37.5625,288.47,train
-59.6671,-39.8735,284.7,train
-49.3342,-46.7139,282.63,train
-55.5505,-47.3568,279.25,train
-58.3417,-47.8709,278.16,train
-55.401,-48.0684,277.8,train
-54.8204,-45.4945,280.86,train
-54.372,-47.7385,282.82,train
-50.8112,-39.5121,288.13,train
-59.0001,-45.6655,279.54,train
-57.5085,-48.9987,278.61,train
-54.9378,-44.0174,288.47,train
-55.1076,-41.8555,281.26,train
-51.6993,-48.9177,278.72,train
-59.0243,-46.7306,278.54,train
-55.2181,-41.6122,281.13,train
-58.0134,-44.8368,280.88,train
-57.8575,-41.8898,279.94,train
-55.0028,-46.7808,281.63,train
-52.3099,-46.9068,283.26,train
-53.2,-49.5357,277.69,train
-54.0921,-49.9335,278.63,train
-50.5893,-37.0366,292.41,train
-54.6841,-49.982,278.22,train
-52.9974,-46.9907,281.91,train
-57.2205,-48.6296,278.57,train
-57.8279,-48.6598,278.5,train
-55.3043,-49.0584,278.44,train
-56.5554,-48.8859,278.45,train
-53.1734,-48.7233,278.48,train
-57.8832,-45.5043,280.6,train
-59.4646,-47.3458,278.91,train
-48.8665,-44.3715,283.05,train
-57.8881,-39.8943,283.04,train
-54.9874,-45.4782,280.98,train
-56.7567,-47.9402,278.3,train
-51.5565,-36.2094,292.36,train
-50.4009,-47.1818,282,train
-52.8245,-45.4853,281.04,train
-48.4667,-36.0927,291.11,train
-55.8505,-48.2998,278.51,train
-57.035,-44.899,281.5,train
-59.3371,-38.8233,286.29,train
-57.2431,-42.8797,281.14,train
-56.4257,-42.8087,280.05,train
-51.557,-40.3,291.05,train
-55.8597,-47.0429,279.45,train
-54.7964,-45.1452,281.01,train
-51.556,-36.3426,292.5,train
-53.8313,-49.9744,277.97,train
-59.2876,-49.9384,279.04,train
-55.0471,-42.3498,281.16,train
-58.9923,-48.4766,279.82,train
-55.7366,-39.0132,282.7,train
-58.98,-45.6335,279.66,train
-52.5964,-44.5643,283.23,train
-53.1011,-39.4558,291.72,train
-59.9887,-44.4159,279.92,train
-56.3502,-48.0878,278.98,train
-54.4471,-39.0766,288.6,train
-55.5346,-39.1514,281.3,train
-57.9102,-48.8367,278.57,train
-53.1188,-45.6276,281.55,train
-51.2827,-37.8712,289.17,train
-54.9103,-49.1082,278.79,train
-55.3503,-47.4467,278.75,train
-53.5271,-39.0171,291.35,train
-58.2015,-45.8137,280.38,train
-54.5538,-47.3123,283.8,train
-57.0283,-44.8729,281,train
-57.2968,-43.7618,280.92,train
-57.9865,-43.0353,279.29,train
-52.8275,-36.3153,291.19,train
-58.4817,-48.6597,279.13,train
-57.896,-46.3695,279.72,train
-58.9714,-44.3822,279.44,train
-56.1594,-48.0083,278.88,train
-58.536,-39.9622,283.1,train
-52.1667,-48.2659,282.58,train
-55.3891,-47.4045,278.38,train
-54.4383,-49.597,278.47,train
-57.0576,-49.5777,278.75,train
-49.4073,-44.6567,284.32,train
-53.392,-49.616,277.97,train
-55.3341,-43.9741,287.82,train
-55.8764,-41.739,280.83,train
-48.5482,-44.3585,282.79,train
-48.9595,-45.8426,282.05,train
-57.922,-39.7009,283.33,train
-53.9804,-48.8681,278.02,train
-58.9259,-43.97,279.47,train
-53.6463,-45.6934,281.5,train
-53.6104,-36.0143,289.42,train
-58.3605,-47.2987,279.2,train
-59.0616,-48.4176,279.02,train
-52.6844,-46.5464,281.44,train
-54.568,-45.2477,280.86,train
-55.3524,-39.4589,279.72,train
-53.4539,-44.5463,281.57,train
-57.9077,-38.5346,285.69,train
-54.8469,-36.1394,289.94,train
-56.5841,-45.6226,279.97,train
-59.6012,-49.4924,279.63,train
-53.2354,-47.7653,283,train
-55.9649,-49.5784,278.3,train
-58.972,-47.4877,278.54,train
-58.8839,-49.0728,278.82,train
-52.3428,-49.0073,278.54,train
-54.3318,-47.0153,284.47,train
-54.9702,-45.8131,280.66,train
-50.6859,-36.7797,292.1,train
-59.9324,-41.4903,283.35,train
-51.2159,-43.0605,285.05,train
-54.2855,-37.6542,288.52,train
-55.5889,-49.336,278.25,train
-58.8328,-49.5928,279.54,train
-50.1695,-46.0024,282.67,train
-54.4438,-48.8763,278.25,train
-54.1349,-41.7746,289.3,train
-58.0139,-48.5193,278.63,train
-52.537,-46.9739,280.91,train
-51.4989,-38.4598,290.38,train
-51.8678,-49.2889,278.25,train
-50.8249,-37.8003,288.95,train
-58.6319,-43.6016,280.23,train
-53.5727,-39.5524,291.45,train
-55.8911,-39.0576,282.97,train
-53.4306,-45.9537,281.28,train
-56.8342,-39.2044,283.53,train
-59.4853,-44.5067,279.63,train
-55.7292,-45.1039,280.54,train
-50.4644,-42.9991,285.95,train
-56.8213,-43.6208,280.91,train
-59.7131,-42.0025,282.79,train
-56.1939,-45.1305,281.41,train
-54.4134,-48.3671,278.1,train
-57.4379,-46.7628,280.1,train
-59.7552,-48.1439,279.14,train
-58.2803,-49.4458,278.91,train
-48.0611,-37.5976,288.54,train
-59.8547,-42.5543,282.13,train
-54.0657,-49.489,278.32,train
-54.6015,-48.9,278.32,train
-51.622,-46.6792,281.85,train
-49.7433,-46.473,282,train
-50.7222,-45.8445,281.94,train
-54.4295,-45.0005,282.04,train
-52.8599,-48.1442,284.82,train
-59.747,-48.9463,279.14,train
-48.8806,-36.0358,293.2,train
-50.4793,-46.4962,282.72,train
-51.3084,-36.9685,291.22,train
-54.6521,-37.9814,288.28,train
-53.7392,-38.4117,290.41,train
-48.1748,-35.564,291.98,train
-50.9239,-35.3103,292.67,train
-54.4825,-44.8089,280.8,train
-57.163,-48.4119,278.91,train
-53.8004,-39.9894,290.91,train
-55.6554,-37.7245,284.07,train
-51.1052,-37.9272,289.94,train
-55.9211,-47.1716,278.92,train
-58.2121,-47.7981,278.54,train
-54.7509,-48.8704,278.17,train
-48.2884,-36.1253,290.69,train
-50.8271,-36.9581,292.03,train
-58.5128,-45.9311,278.69,train
-49.6748,-38.0712,288.64,train
-57.8187,-46.2093,280.61,train
-55.2596,-37.5782,283.82,train
-56.646,-46.4976,279.67,train
-56.1807,-48.8115,278.63,train
-57.6993,-44.9298,281.35,train
-53.7495,-47.3948,284.72,train
-50.9308,-45.9213,282.2,train
-51.8895,-42.3607,284.57,train
-49.9731,-47.0731,281.76,train
-58.9575,-45.8952,279.04,train
-54.0963,-41.6191,289.47,train
-58.8051,-43.25,279.91,train
-57.1006,-44.7751,280.79,train
-52.8165,-45.8315,280.91,train
-55.2659,-46.7187,279.69,train
-53.7157,-46.772,280.52,train
-54.8089,-46.5927,282.22,train
-58.7665,-44.7548,279.22,train
-54.158,-37.0931,288.44,train
-54.0343,-35.5912,289.91,train
-58.5385,-43.6768,280.66,train
-54.5785,-47.0916,284.85,train
-59.2348,-40.9526,282.86,train
-56.5414,-48.7555,278.91,train
-57.6619,-49.6406,279.55,train
-51.3883,-36.437,291.66,train
-55.2268,-38.8336,281.05,train
-53.3637,-40.1207,292.41,train
-58.8576,-47.6181,278.45,train
-59.9874,-48.1221,279.11,train
-56.1047,-46.5183,279.44,train
-55.7775,-46.7662,279.3,train
-52.7235,-49.0354,277.76,train
-57.9863,-42.6036,279.57,train
-58.2796,-46.2077,278.52,train
-57.3113,-42.9336,281.41,train
-50.4632,-35.631,292.42,train
-53.001,-47.5296,282.32,train
-55.1998,-44.732,281.5,train
-58.7364,-47.2455,278.72,train
-49.2283,-35.6876,294.32,train
-53.5952,-46.279,281.08,train
-52.2778,-36.4554,293.01,train
-55.9321,-48.0131,278.73,train
-50.1392,-39.7648,288.32,train
-54.2581,-45.8161,281.07,train
-59.9168,-46.4491,279.35,train
-57.5735,-49.2947,278.79,train
-54.2425,-44.5156,281.48,train
-56.7243,-39.1159,283.52,train
-55.2832,-48.8496,278.5,train
-57.5537,-47.8619,279.52,train
-58.8098,-45.8972,279.35,train
-53.9076,-46.365,282,train
-57.6428,-44.5775,281.52,train
-54.7948,-44.7133,281.91,train
-53.3484,-45.461,281.82,train
-50.7951,-46.7324,280.44,train
-59.5778,-49.6236,279.04,train
-57.3161,-46.5223,280.16,train
-58.651,-48.3364,278,train
-51.2256,-43.8351,282.39,train
-59.6966,-44.0127,280.38,train
-57.4918,-44.4201,281.04,train
-56.4791,-38.5401,284,train
-57.7673,-44.0556,281.19,train
-51.9133,-37.4534,291.85,train
-55.4227,-39.0624,281.17,train
-53.1657,-39.4527,291.6,train
-58.3742,-44.4459,280.1,train
-57.695,-43.7985,281.26,train
-49.5064,-37.583,291.32,train
-59.8263,-47.691,279.14,train
-58.3382,-41.8015,281.66,train
-59.6067,-48.3848,278.97,train
-57.6934,-40.4427,281.85,train
-48.2966,-44.9707,282.51,train
-52.7301,-49.9232,277.51,train
-56.2468,-44.7742,281.85,train
-50.1496,-37.9724,288.04,train
-51.7144,-44.1204,281.66,train
-54.4733,-45.0562,282.55,train
-55.5368,-46.9194,278.27,train
-59.4988,-47.7948,278.83,train
-52.702,-37.0665,291.3,train
-58.1633,-47.7549,278.52,train
-59.9077,-49.7053,279.82,train
-58.7449,-44.9341,279.19,train
-57.6398,-44.5125,281.64,train
-59.4793,-47.4531,278.79,train
-51.4686,-43.4742,283.01,train
-59.6279,-49.0414,279.88,train
-59.8857,-42.7393,282.17,train
-59.5682,-44.7102,279.48,train
-52.1249,-48.1086,284.22,train
-55.2018,-45.8215,280.57,train
-54.7956,-38.1036,289.39,train
-57.5107,-43.2329,281.1,train
-56.7049,-47.266,279.07,train
-50.7938,-43.0249,286.23,train
-51.8824,-46.9891,280.94,train
-54.6241,-49.6406,278.36,train
-53.4037,-41.2718,290.19,train
-49.1898,-37.9114,290.79,train
-54.6366,-49.2972,278.25,train
-56.5821,-41.8257,280.63,train
-54.9103,-44.1894,284.19,train
-55.7914,-45.322,280.16,train
-57.0974,-45.6061,280.85,train
-59.6849,-43.0726,281.27,train
-55.3953,-41.7195,281.16,train
-55.6703,-49.8814,278.6,train
-51.5089,-43.2792,282.45,train
-53.9143,-49.2271,278,train
-53.6421,-49.125,277.91,train
-59.0512,-49.0289,278.94,train
-53.9087,-48.6307,278.72,train
-50.1396,-35.1739,292.66,train
